tmsp,country,amount,success,PSP,3D_secured,card,success_txnFee,failure_txnFee,noOfAttempts,Month,Day,Hour,Weekday
2019-02-07 05:41:42,2,173,0,3,0,2,3,1.0,1,2,7,5,4
2019-02-07 05:42:27,2,173,0,3,0,2,3,1.0,2,2,7,5,4
2019-02-07 05:47:19,2,322,0,3,0,1,3,1.0,1,2,7,5,4
2019-02-07 05:47:38,2,322,0,2,0,1,1,0.5,2,2,7,5,4
2019-02-07 05:48:29,2,322,0,3,0,1,3,1.0,3,2,7,5,4
2019-02-07 05:49:30,1,277,0,3,0,1,3,1.0,1,2,7,5,4
2019-02-07 05:49:56,1,277,0,3,0,1,3,1.0,2,2,7,5,4
2019-02-07 05:52:02,1,160,0,2,1,0,1,0.5,1,2,7,5,4
2019-02-07 05:52:18,1,160,0,3,1,0,3,1.0,2,2,7,5,4
2019-02-07 05:52:19,1,160,0,3,1,0,3,1.0,3,2,7,5,4
2019-02-07 05:56:17,1,176,0,3,1,2,3,1.0,1,2,7,5,4
2019-02-07 05:56:24,1,176,0,3,1,2,3,1.0,2,2,7,5,4
2019-02-07 05:56:27,1,176,0,3,1,2,3,1.0,3,2,7,5,4
2019-02-07 05:59:39,2,188,1,2,1,0,1,0.5,1,2,7,5,4
2019-02-07 06:02:07,0,280,0,2,0,1,1,0.5,1,2,7,6,4
2019-02-07 06:02:43,0,280,0,3,0,1,3,1.0,2,2,7,6,4
2019-02-07 06:02:48,0,280,0,2,0,1,1,0.5,3,2,7,6,4
2019-02-07 06:02:56,0,280,1,1,0,1,5,2.0,4,2,7,6,4
2019-02-07 06:05:32,1,25,0,3,0,0,3,1.0,1,2,7,6,4
2019-02-07 06:05:33,1,25,0,2,0,0,1,0.5,2,2,7,6,4
2019-02-07 06:06:27,1,25,0,2,0,0,1,0.5,3,2,7,6,4
2019-02-07 06:07:53,0,42,1,2,0,1,1,0.5,1,2,7,6,4
2019-02-07 06:10:44,2,307,1,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:13:06,2,84,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:13:47,2,84,1,3,0,1,3,1.0,2,2,7,6,4
2019-02-07 06:15:07,1,148,1,2,0,1,1,0.5,1,2,7,6,4
2019-02-07 06:17:37,1,172,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:19:35,1,386,0,3,0,0,3,1.0,1,2,7,6,4
2019-02-07 06:20:19,1,386,0,3,0,0,3,1.0,2,2,7,6,4
2019-02-07 06:21:09,1,386,0,3,0,0,3,1.0,3,2,7,6,4
2019-02-07 06:21:25,1,386,0,1,0,0,5,2.0,4,2,7,6,4
2019-02-07 06:22:05,1,386,0,3,0,0,3,1.0,5,2,7,6,4
2019-02-07 06:23:30,2,127,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:24:37,1,279,1,3,1,1,3,1.0,1,2,7,6,4
2019-02-07 06:26:58,0,279,0,3,1,1,3,1.0,1,2,7,6,4
2019-02-07 06:27:34,0,279,0,2,1,1,1,0.5,2,2,7,6,4
2019-02-07 06:28:08,0,279,1,1,1,1,5,2.0,3,2,7,6,4
2019-02-07 06:29:54,0,125,1,0,0,1,10,5.0,1,2,7,6,4
2019-02-07 06:32:30,1,97,0,1,1,1,5,2.0,1,2,7,6,4
2019-02-07 06:33:31,0,260,1,3,1,1,3,1.0,1,2,7,6,4
2019-02-07 06:38:48,1,293,0,1,0,2,5,2.0,1,2,7,6,4
2019-02-07 06:39:10,1,293,0,3,0,2,3,1.0,2,2,7,6,4
2019-02-07 06:41:10,1,228,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:41:27,1,228,0,2,0,1,1,0.5,2,2,7,6,4
2019-02-07 06:42:17,1,228,0,3,0,1,3,1.0,3,2,7,6,4
2019-02-07 06:42:31,1,228,1,2,0,1,1,0.5,4,2,7,6,4
2019-02-07 06:44:28,1,168,1,2,0,0,1,0.5,1,2,7,6,4
2019-02-07 06:46:37,1,232,0,1,1,0,5,2.0,1,2,7,6,4
2019-02-07 06:47:40,2,138,0,2,0,1,1,0.5,1,2,7,6,4
2019-02-07 06:48:05,2,138,0,1,0,1,5,2.0,2,2,7,6,4
2019-02-07 06:48:08,2,138,0,3,0,1,3,1.0,3,2,7,6,4
2019-02-07 06:49:01,2,138,0,3,0,1,3,1.0,4,2,7,6,4
2019-02-07 06:49:41,2,138,0,3,0,1,3,1.0,5,2,7,6,4
2019-02-07 06:50:28,2,138,1,3,0,1,3,1.0,6,2,7,6,4
2019-02-07 06:51:47,2,141,1,3,0,2,3,1.0,1,2,7,6,4
2019-02-07 06:53:44,1,100,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 06:56:15,1,158,1,2,0,1,1,0.5,1,2,7,6,4
2019-02-07 06:59:48,1,289,0,3,0,1,3,1.0,1,2,7,6,4
2019-02-07 07:01:49,1,156,0,3,0,0,3,1.0,1,2,7,7,4
2019-02-07 07:04:40,1,299,1,2,0,1,1,0.5,1,2,7,7,4
2019-02-07 07:07:32,1,150,0,0,0,1,10,5.0,1,2,7,7,4
2019-02-07 07:09:47,2,412,0,2,0,1,1,0.5,1,2,7,7,4
2019-02-07 07:09:48,2,412,0,1,0,1,5,2.0,2,2,7,7,4
2019-02-07 07:09:48,2,412,0,3,0,1,3,1.0,3,2,7,7,4
2019-02-07 07:12:02,0,172,0,2,0,2,1,0.5,1,2,7,7,4
2019-02-07 07:12:08,0,172,1,2,0,2,1,0.5,2,2,7,7,4
2019-02-07 07:14:01,1,183,0,1,0,1,5,2.0,1,2,7,7,4
2019-02-07 07:18:03,1,296,0,3,1,2,3,1.0,1,2,7,7,4
2019-02-07 07:18:58,1,296,0,3,1,2,3,1.0,2,2,7,7,4
2019-02-07 07:22:18,2,152,0,2,0,1,1,0.5,1,2,7,7,4
2019-02-07 07:27:39,1,153,0,1,1,1,5,2.0,1,2,7,7,4
2019-02-07 07:28:06,1,153,0,3,1,1,3,1.0,2,2,7,7,4
2019-02-07 07:28:42,1,153,0,1,1,1,5,2.0,3,2,7,7,4
2019-02-07 07:29:43,2,108,1,3,0,1,3,1.0,1,2,7,7,4
2019-02-07 07:31:24,1,146,0,2,0,2,1,0.5,1,2,7,7,4
2019-02-07 07:32:27,1,197,0,3,0,1,3,1.0,1,2,7,7,4
2019-02-07 07:33:09,1,197,0,2,0,1,1,0.5,2,2,7,7,4
2019-02-07 07:34:07,1,197,0,3,0,1,3,1.0,3,2,7,7,4
2019-02-07 07:36:42,2,229,0,3,1,1,3,1.0,1,2,7,7,4
2019-02-07 07:37:39,2,229,0,3,1,1,3,1.0,2,2,7,7,4
2019-02-07 07:38:19,2,229,0,3,1,1,3,1.0,3,2,7,7,4
2019-02-07 07:39:40,1,329,0,3,0,1,3,1.0,1,2,7,7,4
2019-02-07 07:40:15,1,329,0,2,0,1,1,0.5,2,2,7,7,4
2019-02-07 07:40:30,1,329,1,2,0,1,1,0.5,3,2,7,7,4
2019-02-07 07:42:26,1,486,0,3,0,1,3,1.0,1,2,7,7,4
2019-02-07 07:43:19,1,486,0,0,0,1,10,5.0,2,2,7,7,4
2019-02-07 07:43:47,1,486,1,3,0,1,3,1.0,3,2,7,7,4
2019-02-07 07:45:02,1,206,0,2,0,1,1,0.5,1,2,7,7,4
2019-02-07 07:46:49,1,106,0,3,0,1,3,1.0,1,2,7,7,4
2019-02-07 07:46:51,1,106,0,3,0,1,3,1.0,2,2,7,7,4
2019-02-07 07:47:29,1,106,0,3,0,1,3,1.0,3,2,7,7,4
2019-02-07 07:48:28,1,106,0,3,0,1,3,1.0,4,2,7,7,4
2019-02-07 07:49:19,1,106,0,3,0,1,3,1.0,5,2,7,7,4
2019-02-07 07:50:24,1,266,0,2,1,2,1,0.5,1,2,7,7,4
2019-02-07 07:50:29,1,266,0,3,1,2,3,1.0,2,2,7,7,4
2019-02-07 07:51:06,1,266,0,2,1,2,1,0.5,3,2,7,7,4
2019-02-07 07:51:16,1,266,0,3,1,2,3,1.0,4,2,7,7,4
2019-02-07 07:51:47,1,266,0,3,1,2,3,1.0,5,2,7,7,4
2019-02-07 07:56:03,1,101,1,0,1,2,10,5.0,1,2,7,7,4
2019-02-07 07:59:11,1,208,0,1,0,1,5,2.0,1,2,7,7,4
2019-02-07 07:59:51,1,208,0,3,0,1,3,1.0,2,2,7,7,4
2019-02-07 08:00:04,1,208,0,2,0,1,1,0.5,3,2,7,8,4
2019-02-07 08:00:51,1,208,0,1,0,1,5,2.0,4,2,7,8,4
2019-02-07 08:06:41,1,239,0,2,0,0,1,0.5,1,2,7,8,4
2019-02-07 08:08:19,1,354,0,1,1,1,5,2.0,1,2,7,8,4
2019-02-07 08:08:50,1,354,0,3,1,1,3,1.0,2,2,7,8,4
2019-02-07 08:11:42,2,161,0,3,1,0,3,1.0,1,2,7,8,4
2019-02-07 08:12:35,2,161,0,3,1,0,3,1.0,2,2,7,8,4
2019-02-07 08:13:34,2,161,0,1,1,0,5,2.0,3,2,7,8,4
2019-02-07 08:17:17,1,74,1,2,0,2,1,0.5,1,2,7,8,4
2019-02-07 08:22:23,1,155,0,3,1,1,3,1.0,1,2,7,8,4
2019-02-07 08:23:01,1,155,0,3,1,1,3,1.0,2,2,7,8,4
2019-02-07 08:23:10,1,155,1,2,1,1,1,0.5,3,2,7,8,4
2019-02-07 08:24:15,2,196,1,3,0,1,3,1.0,1,2,7,8,4
2019-02-07 08:29:16,1,266,1,3,0,1,3,1.0,1,2,7,8,4
2019-02-07 08:31:19,0,324,0,3,0,2,3,1.0,1,2,7,8,4
2019-02-07 08:33:24,1,354,0,3,0,0,3,1.0,1,2,7,8,4
2019-02-07 08:34:22,1,354,0,3,0,0,3,1.0,2,2,7,8,4
2019-02-07 08:38:27,0,194,0,2,0,2,1,0.5,1,2,7,8,4
2019-02-07 08:38:49,0,194,0,2,0,2,1,0.5,2,2,7,8,4
2019-02-07 08:39:09,0,194,0,3,0,2,3,1.0,3,2,7,8,4
2019-02-07 08:42:18,1,317,0,3,0,0,3,1.0,1,2,7,8,4
2019-02-07 08:42:32,1,317,1,2,0,0,1,0.5,2,2,7,8,4
2019-02-07 08:43:47,1,176,0,3,0,2,3,1.0,1,2,7,8,4
2019-02-07 08:43:48,1,176,1,3,0,2,3,1.0,2,2,7,8,4
2019-02-07 08:43:48,1,176,0,2,0,2,1,0.5,3,2,7,8,4
2019-02-07 08:46:54,1,43,1,2,0,1,1,0.5,1,2,7,8,4
2019-02-07 08:48:19,0,201,1,0,1,1,10,5.0,1,2,7,8,4
2019-02-07 08:50:09,0,367,1,3,0,2,3,1.0,1,2,7,8,4
2019-02-07 08:51:15,2,251,0,2,0,1,1,0.5,1,2,7,8,4
2019-02-07 08:51:39,2,251,0,3,0,1,3,1.0,2,2,7,8,4
2019-02-07 08:54:44,1,330,0,2,0,1,1,0.5,1,2,7,8,4
2019-02-07 08:56:56,1,187,0,3,0,1,3,1.0,1,2,7,8,4
2019-02-07 08:57:37,1,187,0,3,0,1,3,1.0,2,2,7,8,4
2019-02-07 08:57:56,1,187,1,3,0,1,3,1.0,3,2,7,8,4
2019-02-07 08:59:22,2,120,0,3,1,1,3,1.0,1,2,7,8,4
2019-02-07 08:59:39,2,120,0,3,1,1,3,1.0,2,2,7,8,4
2019-02-07 09:00:49,1,254,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:01:32,1,254,1,1,0,1,5,2.0,2,2,7,9,4
2019-02-07 09:02:38,1,219,0,1,0,0,5,2.0,1,2,7,9,4
2019-02-07 09:06:33,2,277,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:06:52,2,277,1,2,0,1,1,0.5,2,2,7,9,4
2019-02-07 09:09:25,0,201,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:09:31,0,201,0,3,0,1,3,1.0,2,2,7,9,4
2019-02-07 09:12:14,1,135,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:14:24,2,143,0,1,0,2,5,2.0,1,2,7,9,4
2019-02-07 09:17:30,2,25,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:17:52,2,25,0,1,0,1,5,2.0,2,2,7,9,4
2019-02-07 09:18:09,2,25,0,2,0,1,1,0.5,3,2,7,9,4
2019-02-07 09:21:19,2,87,0,1,0,1,5,2.0,1,2,7,9,4
2019-02-07 09:21:32,2,87,0,3,0,1,3,1.0,2,2,7,9,4
2019-02-07 09:22:26,2,87,0,1,0,1,5,2.0,3,2,7,9,4
2019-02-07 09:23:06,2,87,1,3,0,1,3,1.0,4,2,7,9,4
2019-02-07 09:24:07,1,344,0,2,0,1,1,0.5,1,2,7,9,4
2019-02-07 09:24:29,1,344,0,3,0,1,3,1.0,2,2,7,9,4
2019-02-07 09:25:43,0,264,0,1,0,2,5,2.0,1,2,7,9,4
2019-02-07 09:28:35,1,195,0,2,0,1,1,0.5,1,2,7,9,4
2019-02-07 09:28:48,1,195,0,3,0,1,3,1.0,2,2,7,9,4
2019-02-07 09:29:00,1,195,0,3,0,1,3,1.0,3,2,7,9,4
2019-02-07 09:31:09,1,342,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:32:03,1,342,1,2,0,1,1,0.5,2,2,7,9,4
2019-02-07 09:35:55,1,230,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:38:07,1,303,0,2,0,1,1,0.5,1,2,7,9,4
2019-02-07 09:38:43,1,303,0,2,0,1,1,0.5,2,2,7,9,4
2019-02-07 09:40:10,2,229,0,2,1,1,1,0.5,1,2,7,9,4
2019-02-07 09:42:06,1,224,0,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:43:11,1,155,0,2,1,2,1,0.5,1,2,7,9,4
2019-02-07 09:44:09,1,155,0,0,1,2,10,5.0,2,2,7,9,4
2019-02-07 09:44:30,1,155,0,0,1,2,10,5.0,3,2,7,9,4
2019-02-07 09:46:00,1,221,0,2,0,0,1,0.5,1,2,7,9,4
2019-02-07 09:46:48,1,221,0,3,0,0,3,1.0,2,2,7,9,4
2019-02-07 09:47:30,1,221,0,3,0,0,3,1.0,3,2,7,9,4
2019-02-07 09:47:33,1,221,1,3,0,0,3,1.0,4,2,7,9,4
2019-02-07 09:49:31,2,112,1,3,0,1,3,1.0,1,2,7,9,4
2019-02-07 09:53:44,2,125,0,3,1,1,3,1.0,1,2,7,9,4
2019-02-07 09:54:04,2,125,0,3,1,1,3,1.0,2,2,7,9,4
2019-02-07 09:55:24,1,101,0,3,0,2,3,1.0,1,2,7,9,4
2019-02-07 09:57:56,1,272,0,2,0,1,1,0.5,1,2,7,9,4
2019-02-07 09:58:53,1,272,0,3,0,1,3,1.0,2,2,7,9,4
2019-02-07 09:59:12,1,272,0,1,0,1,5,2.0,3,2,7,9,4
2019-02-07 10:00:44,2,83,0,1,0,2,5,2.0,1,2,7,10,4
2019-02-07 10:03:32,2,185,0,2,0,1,1,0.5,1,2,7,10,4
2019-02-07 10:05:19,0,259,0,1,1,1,5,2.0,1,2,7,10,4
2019-02-07 10:05:55,0,259,0,3,1,1,3,1.0,2,2,7,10,4
2019-02-07 10:06:20,0,259,1,1,1,1,5,2.0,3,2,7,10,4
2019-02-07 10:08:39,1,120,0,2,1,1,1,0.5,1,2,7,10,4
2019-02-07 10:08:56,1,120,1,0,1,1,10,5.0,2,2,7,10,4
2019-02-07 10:11:47,1,47,0,1,1,2,5,2.0,1,2,7,10,4
2019-02-07 10:19:00,2,227,1,2,1,0,1,0.5,1,2,7,10,4
2019-02-07 10:20:41,0,345,0,3,0,1,3,1.0,1,2,7,10,4
2019-02-07 10:21:46,1,249,0,3,0,0,3,1.0,1,2,7,10,4
2019-02-07 10:22:17,1,249,0,1,0,0,5,2.0,2,2,7,10,4
2019-02-07 10:25:09,2,234,0,2,0,1,1,0.5,1,2,7,10,4
2019-02-07 10:26:30,1,67,0,3,0,2,3,1.0,1,2,7,10,4
2019-02-07 10:26:51,1,67,0,1,0,2,5,2.0,2,2,7,10,4
2019-02-07 10:27:01,1,67,0,0,0,2,10,5.0,3,2,7,10,4
2019-02-07 10:27:24,1,67,0,3,0,2,3,1.0,4,2,7,10,4
2019-02-07 10:27:38,1,67,0,3,0,2,3,1.0,5,2,7,10,4
2019-02-07 10:28:51,1,246,0,3,0,1,3,1.0,1,2,7,10,4
2019-02-07 10:29:52,2,128,0,3,1,2,3,1.0,1,2,7,10,4
2019-02-07 10:31:29,1,148,0,1,0,2,5,2.0,1,2,7,10,4
2019-02-07 10:31:39,1,148,1,2,0,2,1,0.5,2,2,7,10,4
2019-02-07 10:35:14,2,145,0,3,0,2,3,1.0,1,2,7,10,4
2019-02-07 10:35:47,2,145,1,0,0,2,10,5.0,2,2,7,10,4
2019-02-07 10:37:00,1,154,1,2,1,2,1,0.5,1,2,7,10,4
2019-02-07 10:39:54,2,365,0,2,0,1,1,0.5,1,2,7,10,4
2019-02-07 10:40:00,2,365,0,3,0,1,3,1.0,2,2,7,10,4
2019-02-07 10:40:16,2,365,0,3,0,1,3,1.0,3,2,7,10,4
2019-02-07 10:40:57,2,365,1,0,0,1,10,5.0,4,2,7,10,4
2019-02-07 10:42:00,1,182,1,1,0,1,5,2.0,1,2,7,10,4
2019-02-07 10:43:58,0,178,1,0,1,1,10,5.0,1,2,7,10,4
2019-02-07 10:46:41,2,227,1,3,0,0,3,1.0,1,2,7,10,4
2019-02-07 10:50:04,1,333,0,3,0,1,3,1.0,1,2,7,10,4
2019-02-07 10:51:23,0,180,1,2,1,2,1,0.5,1,2,7,10,4
2019-02-07 10:53:23,0,89,0,3,1,2,3,1.0,1,2,7,10,4
2019-02-07 10:53:34,0,89,0,1,1,2,5,2.0,2,2,7,10,4
2019-02-07 10:55:14,1,306,0,2,0,0,1,0.5,1,2,7,10,4
2019-02-07 10:56:18,1,135,0,2,0,2,1,0.5,1,2,7,10,4
2019-02-07 10:57:12,1,135,0,2,0,2,1,0.5,2,2,7,10,4
2019-02-07 10:58:53,2,194,0,3,0,2,3,1.0,1,2,7,10,4
2019-02-07 11:00:29,2,239,0,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:01:12,2,239,0,2,0,1,1,0.5,2,2,7,11,4
2019-02-07 11:02:05,2,239,0,3,0,1,3,1.0,3,2,7,11,4
2019-02-07 11:02:26,2,239,0,2,0,1,1,0.5,4,2,7,11,4
2019-02-07 11:04:41,1,70,1,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:05:43,2,205,0,3,0,2,3,1.0,1,2,7,11,4
2019-02-07 11:06:56,0,206,0,2,0,0,1,0.5,1,2,7,11,4
2019-02-07 11:07:24,0,206,0,3,0,0,3,1.0,2,2,7,11,4
2019-02-07 11:08:13,0,206,0,3,0,0,3,1.0,3,2,7,11,4
2019-02-07 11:09:12,0,206,1,2,0,0,1,0.5,4,2,7,11,4
2019-02-07 11:10:56,2,181,0,1,0,0,5,2.0,1,2,7,11,4
2019-02-07 11:11:25,2,181,1,3,0,0,3,1.0,2,2,7,11,4
2019-02-07 11:14:16,1,212,0,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:19:52,1,73,1,3,1,2,3,1.0,1,2,7,11,4
2019-02-07 11:21:54,1,320,1,0,0,1,10,5.0,1,2,7,11,4
2019-02-07 11:24:30,1,294,0,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:25:03,1,294,0,3,0,1,3,1.0,2,2,7,11,4
2019-02-07 11:26:17,0,122,0,3,1,1,3,1.0,1,2,7,11,4
2019-02-07 11:26:36,0,122,0,3,1,1,3,1.0,2,2,7,11,4
2019-02-07 11:28:03,0,250,1,2,1,0,1,0.5,1,2,7,11,4
2019-02-07 11:30:41,1,286,1,2,0,0,1,0.5,1,2,7,11,4
2019-02-07 11:32:12,2,95,0,3,0,2,3,1.0,1,2,7,11,4
2019-02-07 11:32:28,2,95,0,3,0,2,3,1.0,2,2,7,11,4
2019-02-07 11:33:01,2,95,1,3,0,2,3,1.0,3,2,7,11,4
2019-02-07 11:34:09,1,292,0,3,0,0,3,1.0,1,2,7,11,4
2019-02-07 11:35:51,2,107,1,2,1,0,1,0.5,1,2,7,11,4
2019-02-07 11:41:02,0,32,0,3,1,0,3,1.0,1,2,7,11,4
2019-02-07 11:41:39,0,32,0,3,1,0,3,1.0,2,2,7,11,4
2019-02-07 11:41:40,0,32,1,2,1,0,1,0.5,3,2,7,11,4
2019-02-07 11:42:54,1,292,0,0,0,1,10,5.0,1,2,7,11,4
2019-02-07 11:44:24,1,153,0,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:45:13,1,153,0,2,0,1,1,0.5,2,2,7,11,4
2019-02-07 11:45:37,1,153,0,1,0,1,5,2.0,3,2,7,11,4
2019-02-07 11:47:18,2,49,1,3,0,0,3,1.0,1,2,7,11,4
2019-02-07 11:48:22,2,72,0,3,1,1,3,1.0,1,2,7,11,4
2019-02-07 11:49:04,2,72,0,3,1,1,3,1.0,2,2,7,11,4
2019-02-07 11:49:47,2,72,0,1,1,1,5,2.0,3,2,7,11,4
2019-02-07 11:50:55,0,169,0,1,0,0,5,2.0,1,2,7,11,4
2019-02-07 11:51:11,0,169,0,3,0,0,3,1.0,2,2,7,11,4
2019-02-07 11:52:56,1,198,1,1,0,1,5,2.0,1,2,7,11,4
2019-02-07 11:54:02,1,29,0,3,0,1,3,1.0,1,2,7,11,4
2019-02-07 11:54:42,1,29,0,2,0,1,1,0.5,2,2,7,11,4
2019-02-07 11:54:48,1,29,0,3,0,1,3,1.0,3,2,7,11,4
2019-02-07 11:58:16,1,168,0,2,0,0,1,0.5,1,2,7,11,4
2019-02-07 11:59:09,1,168,0,1,0,0,5,2.0,2,2,7,11,4
2019-02-07 12:02:22,0,231,0,3,1,1,3,1.0,1,2,7,12,4
2019-02-07 12:03:06,0,231,0,3,1,1,3,1.0,2,2,7,12,4
2019-02-07 12:03:12,0,231,0,3,1,1,3,1.0,3,2,7,12,4
2019-02-07 12:03:38,0,231,0,3,1,1,3,1.0,4,2,7,12,4
2019-02-07 12:06:44,1,151,0,3,0,2,3,1.0,1,2,7,12,4
2019-02-07 12:07:49,2,74,1,1,0,1,5,2.0,1,2,7,12,4
2019-02-07 12:09:07,2,245,0,3,1,0,3,1.0,1,2,7,12,4
2019-02-07 12:10:09,1,196,0,1,0,1,5,2.0,1,2,7,12,4
2019-02-07 12:11:06,1,196,0,3,0,1,3,1.0,2,2,7,12,4
2019-02-07 12:11:11,1,196,1,2,0,1,1,0.5,3,2,7,12,4
2019-02-07 12:13:33,1,262,0,3,1,0,3,1.0,1,2,7,12,4
2019-02-07 12:13:37,1,262,0,1,1,0,5,2.0,2,2,7,12,4
2019-02-07 12:14:19,1,262,0,2,1,0,1,0.5,3,2,7,12,4
2019-02-07 12:14:56,1,262,0,3,1,0,3,1.0,4,2,7,12,4
2019-02-07 12:15:30,1,262,0,2,1,0,1,0.5,5,2,7,12,4
2019-02-07 12:16:01,1,262,1,3,1,0,3,1.0,6,2,7,12,4
2019-02-07 12:18:32,1,313,0,3,0,1,3,1.0,1,2,7,12,4
2019-02-07 12:18:43,1,313,0,3,0,1,3,1.0,2,2,7,12,4
2019-02-07 12:24:12,0,104,1,1,0,0,5,2.0,1,2,7,12,4
2019-02-07 12:26:19,0,198,0,3,0,2,3,1.0,1,2,7,12,4
2019-02-07 12:26:53,0,198,1,3,0,2,3,1.0,2,2,7,12,4
2019-02-07 12:34:08,2,193,1,3,1,1,3,1.0,1,2,7,12,4
2019-02-07 12:35:59,1,241,1,0,1,1,10,5.0,1,2,7,12,4
2019-02-07 12:38:23,1,46,1,3,0,2,3,1.0,1,2,7,12,4
2019-02-07 12:39:53,1,256,1,1,0,1,5,2.0,1,2,7,12,4
2019-02-07 12:41:25,1,90,1,3,0,1,3,1.0,1,2,7,12,4
2019-02-07 12:42:50,1,242,0,3,1,2,3,1.0,1,2,7,12,4
2019-02-07 12:43:17,1,242,0,3,1,2,3,1.0,2,2,7,12,4
2019-02-07 12:45:27,1,231,0,3,0,1,3,1.0,1,2,7,12,4
2019-02-07 12:46:23,1,231,0,2,0,1,1,0.5,2,2,7,12,4
2019-02-07 12:49:52,2,95,1,3,0,1,3,1.0,1,2,7,12,4
2019-02-07 12:52:57,0,281,0,3,1,0,3,1.0,1,2,7,12,4
2019-02-07 12:53:24,0,281,0,1,1,0,5,2.0,2,2,7,12,4
2019-02-07 12:54:28,2,205,0,1,1,0,5,2.0,1,2,7,12,4
2019-02-07 12:55:27,2,205,0,3,1,0,3,1.0,2,2,7,12,4
2019-02-07 12:56:16,2,205,1,1,1,0,5,2.0,3,2,7,12,4
2019-02-07 12:58:09,1,254,1,0,0,0,10,5.0,1,2,7,12,4
2019-02-07 12:59:33,1,88,0,2,0,2,1,0.5,1,2,7,12,4
2019-02-07 13:01:38,2,169,1,2,0,1,1,0.5,1,2,7,13,4
2019-02-07 13:03:23,1,141,0,2,0,1,1,0.5,1,2,7,13,4
2019-02-07 13:06:28,0,272,1,1,0,1,5,2.0,1,2,7,13,4
2019-02-07 13:13:22,0,195,0,0,0,1,10,5.0,1,2,7,13,4
2019-02-07 13:18:49,1,307,0,1,0,2,5,2.0,1,2,7,13,4
2019-02-07 13:18:51,1,307,1,2,0,2,1,0.5,2,2,7,13,4
2019-02-07 13:22:08,1,207,1,3,1,1,3,1.0,1,2,7,13,4
2019-02-07 13:24:28,1,48,0,3,0,2,3,1.0,1,2,7,13,4
2019-02-07 13:24:51,1,48,0,2,0,2,1,0.5,2,2,7,13,4
2019-02-07 13:27:05,1,77,1,3,0,0,3,1.0,1,2,7,13,4
2019-02-07 13:30:36,0,272,0,3,0,0,3,1.0,1,2,7,13,4
2019-02-07 13:31:01,0,272,0,3,0,0,3,1.0,2,2,7,13,4
2019-02-07 13:32:26,1,240,0,3,1,2,3,1.0,1,2,7,13,4
2019-02-07 13:33:02,1,240,0,2,1,2,1,0.5,2,2,7,13,4
2019-02-07 13:35:44,1,388,1,3,1,1,3,1.0,1,2,7,13,4
2019-02-07 13:47:34,1,242,0,1,0,1,5,2.0,1,2,7,13,4
2019-02-07 13:47:52,1,242,0,1,0,1,5,2.0,2,2,7,13,4
2019-02-07 13:49:11,1,352,0,1,1,1,5,2.0,1,2,7,13,4
2019-02-07 13:54:25,2,200,1,2,0,2,1,0.5,1,2,7,13,4
2019-02-07 13:56:25,1,208,0,3,0,1,3,1.0,1,2,7,13,4
2019-02-07 13:56:34,1,208,0,2,0,1,1,0.5,2,2,7,13,4
2019-02-07 13:56:57,1,208,0,2,0,1,1,0.5,3,2,7,13,4
2019-02-07 13:57:56,1,208,0,0,0,1,10,5.0,4,2,7,13,4
2019-02-07 13:58:51,1,208,0,2,0,1,1,0.5,5,2,7,13,4
2019-02-07 13:59:22,1,208,0,1,0,1,5,2.0,6,2,7,13,4
2019-02-07 13:59:38,1,208,0,3,0,1,3,1.0,7,2,7,13,4
2019-02-07 13:59:47,1,208,0,3,0,1,3,1.0,8,2,7,13,4
2019-02-07 14:00:59,2,156,0,2,0,2,1,0.5,1,2,7,14,4
2019-02-07 14:04:12,1,432,0,1,1,2,5,2.0,1,2,7,14,4
2019-02-07 14:04:12,1,432,1,3,1,2,3,1.0,2,2,7,14,4
2019-02-07 14:04:56,1,432,0,3,1,2,3,1.0,3,2,7,14,4
2019-02-07 14:05:09,1,432,1,2,1,2,1,0.5,4,2,7,14,4
2019-02-07 14:06:33,1,234,0,2,1,1,1,0.5,1,2,7,14,4
2019-02-07 14:10:10,0,131,0,3,0,0,3,1.0,1,2,7,14,4
2019-02-07 14:10:28,0,131,1,3,0,0,3,1.0,2,2,7,14,4
2019-02-07 14:13:27,1,189,0,3,0,1,3,1.0,1,2,7,14,4
